id,occupation,experience_text,published_date
162,دانش آموز,"«من یک کالاف پلیرم و نزدیک به سه ماه هست که بازی نکردم تنها دلخوشی من این بود که با دوستام بازی کنیم و وقت خودمون رو بگذرونیم اما حالا... 
حالا که اینترنت قطع شده دیگ از دوستام خبری ندارم که سالم هستن یا نه😔😔
میدونم که فقط من نیستم که منتظر ثصل شدن اینترنت هست
خیلیا درامد خودشون رو از همین اینترت به دست میاوردن 
امید وارم درست بشه این ایران»",2026-05-16 00:00:00.000 +0330
163,گیمر,"«من یه گیمر ساده ام 
اکانت های زیاد و گرون قیمتی داشتم
الان هیچ خبری ندارم که اکانتام چه اتفاقی براش افتاده اصلا کار میکنن؟ کار نمیکنن چند روز پیش یهو وصل شدم تا اونجایی که فهمیدم یکی دوتاشون دیگه کار نمیکردن»",2026-05-16 00:00:00.000 +0330
164,دانش آموز,"«من به کلاس برنامه نویسی میرم با این وضع نتونستیم برنامه ای که لازم هست رو دانلود کنیم و کلاس برنامه نویسی ۷۰ روزه تعطیله
و من یه گوشی دیگه دارم که رمزش یادم رفته و الان فقط FRP خورده و نمیشه باز کرد با این وضع نت ها و از یه طرفم تمام چیز هام تو اون بود pdf ها و ...... حتی اکانت کلشم که ۹ ساله بازی می کنم هم به باد رفت و الان نمی‌دونم قرار چی بشه فقط می توانم بگم خدایا خودت کمک کن»",2026-05-16 00:00:00.000 +0330
165,انیماتور,"«من یه انیمیشن سازم 
توی اینستاگرام فعالیت میکردم و تازه داشتم اسپانسر میگرفتم 
که اینترنت قطع شده یه کارت گرافیک 60 میلیونی برای رندر خریده بود و قسط هاشو 
با کمک دونیت های فالورام و کار پاره وقتم تو کافی نت در میوردم»",2026-05-16 00:00:00.000 +0330
166,طراح رابط و تجربه کاربری,«من UI UX دیزاینر هستم و برای کارم نیاز به اینترنت بین‌الملل هست و آذر ماه با کلی رزومه فرستادن یه کار ثابت پیدا کردم تو قطعی دی ماه و جنگ شرکت حقوق نمیداد و از عید هم ک تعدیل شدم و الان اصلا کار نیست تمام امیدم ناامید شد تازه داشتم یکم پس انداز میکردم ک الان همونم خرج شده 😓😞»,2026-05-16 00:00:00.000 +0330
167,گیمر,"«درود من ی گیمرم کل درامدم از چنل تلگرامی که داشتم در میاوردم 
الان که نه گیم بالا میاره نه تلگرام 
مجبور شدم دونه دونه وسایل سیستمم رو که چند سال براش زحمت کشیدمو بفروشم تا بتونم فقط کرایه خونه و خرج غذا خوراکی کنم اومید وارم هرچی زودتر اینترنتا درسا شه»",2026-05-16 00:00:00.000 +0330
168,برنامه نویس,«یه سایت پت شاپ راه اندازی کردم و 2 سال وفتم رو روش گذاشتم، تازه داشت به یه نتیجه ای میرسید که قطع اینترنت باعث شد کلا همه چی به باد رفت»,2026-05-16 00:00:00.000 +0330
169,عکاس و فیلمبردار,«من عکاس و فیلم‌بردار فریلنس هستم و از فضای مجازی درآمد دارم. از دی‌ماه تا امروز حتی یک پروژه یا پیام کاری هم نداشتم. برای ساده‌ترین روزمرگی‌هام موندم و زیر این فشار دارم له می‌شم. این روزها فقط به اندازه‌ی یک تار مو با خودکشی فاصله دارم.»,2026-05-16 00:00:00.000 +0330
170,نامشخص,«قبل شروع جنگ برنامه چیده بودم که کاری تو خارج پیدا کنم که بتونم باهاش ویزای کار بگیرم و بلاخره از اینجا برم. بعد از دوسال تلاش تازه داشت به یه جای می‌رسید که باقطعی اینترنت ارتباطمو با تیمم که تو خارج بود از دست دادم....»,2026-05-16 00:00:00.000 +0330
171,برنامه نویس,«برنامه نویس بودم درامدم ، اجاره خونه ، هزینه اب برق گاز ، هزینه ی خوراک و... رو با برنامه نویسی می دادم چون پروجه هارو معمولا از خارج می گرفتم نتونستم دیگه درآمد داشته باشم ، لپتاپم که با کلی بد بختی خریده بودم ، موتور ام و... رو فروختم تا بتونم پول اجاره و قسط گوشیمو بدم نمیدونم ایندفعه باید چیرو بفروشم که شکمو سیر کنم»,2026-05-16 00:00:00.000 +0330
172,طراح رابط و تجربه کاربری,«من یک طراح رابط و تجریه کاربریم که متاسفانه با قطع شدن اینترنت دصترسی هام به آموزش های رایگانی که در یوتیوب میدیدم، به لینکدین و اینستاگرام که از طریقش کار میگرفتم و گذران زندگی میکردم و خیلی از وبسایت های بین المللی قطع شدخ خیلی از شرکت ها با قطع شدن اینترنت مسیرهای توسعه رو بستن و در حال تلاش برای بقا هستن و اینجاست که امثال من دارن له میشن»,2026-05-16 00:00:00.000 +0330
173,دانش آموز,«من یک دانش آموزم ، برای درسام به گوگل و سایت های خاصی میرفتم از وقتی که اینترنت قطع شده دیگه حال درس خواندنم ندارم حتی برنامه های داخلی مدارس بسیار کنده و به سختی بالا میاد، تنها سرگرمی من اینستاگرام و یوتیوب ،کالاف دیوتی موبایل بود که اون هم در این وضعیت بالا نمیاد، دیگه خسته شدم گاهی از بی حوصلگی داد میزنم دیگه نمی‌دونم تا کی میتونم دوام بیارم.»,2026-05-16 00:00:00.000 +0330
174,برنامه نویس,"«توی این همه بدبختی و بیکاری به عنوان برنامه نویس توی تلگرام تونستم یه شرکت آلمانی پیدا کنم که استخدامم کنه اما چون وی پی انم یاری نمیکردم نتونستم لایو کد براشون مسئله رو حل کنم و افلاین حل کردم براشون و بخاطر همین موضوع یه موقعیتی که میتونست منو چندین سال توی کارم جلو بندازه رو از دست دادم 
و هنوز بیکارم و اون پولی که نگه داشته بودم از ۳ ماه پیش هم تموم شد و الان هم بیکارم هم بی پول و انگیزمم واس کنکور از دست دادم»",2026-05-16 00:00:00.000 +0330
175,طراح گرافیک,"«منم یه طراح گرافیکم از روزی ک نت قط شد رسما بیکار شدم حتی نمیتونم یه عکس ساده یه ایکون ساده بزارم توی طرحام
نه میشه سرچی کرد هیچی 
همه پروژه هام رفته رو هوا ...😢
ما از اسفند بیکاریم»",2026-05-16 00:00:00.000 +0330
176,نامشخص,"«شبها خواب میبینم اینترنت بین‌الملل وصل شده و وقتی بیدار میشم و میفهمم همش خواب بوده گریه‌ام میگیره. 
دلم برای دیدن ویدیو از یوتیوب،اکسپلور گردی تو اینستا و تیک‌تاک،دانلود عکس از پینترست و گوش دادن آهنگ از اسپاتیفای تنگ شده. 
واقعا گناه ما چی بود که از اینترنتی که حقمون بود محروم شدیم؟💔»",2026-05-16 00:00:00.000 +0330
177,سرپرست کل تیم,"«سلام مدیر کل تیم یک مجموعه آموزش بین المللی که زیر نظر یک دانشگاه بین المللی در حیطه برنامه نویسی در ایران هستیم
با قطعی اینترنت، نتونستیم کل آموزش ها و مکاتبات در این مدت انجام بدیم، چون اینترنت مخصوصا وابستگانه،
با نت داخلی نمی‌توان کتابخانه ها رو واسه دانشجویان دوره نصب کنیم»",2026-05-16 00:00:00.000 +0330
