"id","sender_name","experience_text","published_date"
792,آلیس در سرزمین بدبختی,«همونجوری که وجود اینترنت کلی بهم کمک میکرد تا افسردگی‌مو کنترل کنم، قطع اینترنت باعث شده افسردگی‌م هزار برابر بدتر بشه. امید به هیچی ندارم ولی با این حال پاینده باد ایران.»,2026-04-20 00:00:00.000 +0330
793,هلن ، دانش‌آموز,«من قبل قطعی نت داشتم زبان ژاپنی و گیتار یاد می‌گرفتم از طریق یوتیوب و الان که نیسته هیچ‌کار نمیتونم بکنم، همه چیزو هم یادم رفته چون نزدیک دو ماه شده، اعصابم خورده»,2026-04-20 00:00:00.000 +0330
794,ناشناس,«از اکانت جیمیلم افتادم بیرون تمام پسورد هان اونجا بوده بدون اون توی خیلی از سایت های کاریم نمیتونم برم»,2026-04-20 00:00:00.000 +0330
795,XVO ، فروشنده,«تو تلگرام پرمیوم و استارز میفروختیم الان خیلی وقته اوضامون بد شده امیدواریم زودتر وصل بشه»,2026-04-20 00:00:00.000 +0330
796,یه جوان ایرانی... ، ادمین تلگرام,«تو تلگرام ادمین بودم و اونجا کار میکردم، الان تنها کاری که میتونم انجام بدم اینه که دراز بکشم و به زندگیم که نابود شد افسوس بخورم»,2026-04-20 00:00:00.000 +0330
797,ی گیمر ، گیمر,"«بیشتر از ۵۲ روزه کالاف بازی نکردم دلم برای ی مچ آلکاتراز با دوستام تنگ شده 
سرور گیمینگ هم الان خیلی گرونه و کسی جز استریمرا توانایی خریدنش رو ندارن»",2026-04-20 00:00:00.000 +0330
798,آنا ، گرافیک‌دیزاینر,"«من گرافیک دیزاینرم و دوست پسرم خارجیه
نه میتونم کار کنم خودمو نجات بدم نه با این بچه صحبت کنم رابطمو نجات بدم
انگار این خاک یه استعداد عجیبی داره در گرفتن هر چیزی که مایه دلخوشیته و جایگزین کردنش با یاس و ناامیدی:))))»",2026-04-20 00:00:00.000 +0330
799,محمد پارسا ، دانجشو، مهندسی مکانیک,"«من دانشجو هستم، من اخیرا مقاله هایی که نوشته بودمو به مجله هایی ژاپنی ارائه دادم 
و ادامه دادن این کار بدون اینترنت اعملا ممکن نیست!
من کل زندگیمو بر پایه نتیجه این مقاله ها چیده بودم، پزشکی، و اون اینده ای که دوستش داشتم از دستم رفت «دیگه امیدی ندارم»»",2026-04-20 00:00:00.000 +0330
800,ناشناس,"«دیگه امیدی ندارم. مرگ زندگی برام فرقی نداره. همش بغض دارم. شبا چشمام رو که میبندم بی اراده اشک میریزم و میخوابم.
نمی‌دونم این کابوس پایانی داره و یا نه!
اینترنت اصلا وصل میشه؟ 
چرا هیج خبری راجبش نمیگن؟ 
من آنلاین شاپ دارم( حتی نمی‌دونم بگم دارم یا داشتم) برای عید جنس خریده بودم ولی اینترنت قطع شد و تمام جنس ها گوشه اتاقم موند. هیچ مغازه ای هم جنسام رو قیمت عمده هم نمیخره! 
گناه ما چیه؟ من فقط یک جوونم که میخواستم تلاش کنم تا زندگی بسازم.»",2026-04-20 00:00:00.000 +0330
801,نشناس,«دلم خیلی خیلی خیلی برای دوستای تلگرامم تنگ شده..»,2026-04-20 00:00:00.000 +0330
802,مانی ، گیمر,"«بیشتر ما گیمرا اذیتیم
۵۲ روز از آخرین باره کلش رویال بازی کردم میگذره
فقط دارم اون روزا رو مرور میکنم آرومم میکنه»",2026-04-20 00:00:00.000 +0330
803,امیرمحمد ، تولید محتوا از گیم,«من یک گیمریم که در یوتیوب تازه به درآمد رسیده بودم که دو روز بعد نت ها قطع شد و الان قسطام مونده و نمیدونم چیکار کنم»,2026-04-20 00:00:00.000 +0330
804,وحید ، کدنویس,"«کدنویسی میکنم / با هوش مصنوعی هم کار میکردم / ولی الان نه به منابع دسترسی ندارم نه به هوش.
تو کار رمرز ارز هم تا حدودی بودم و الان به کیف پولم دسترسی ندارم و حدود 30 تومنم رو هواس - حالا پول در آوردن تو این شرایط به کنار»",2026-04-20 00:00:00.000 +0330
805,بیچاره ، کارگر,«من کلی از دوستام گم کردم و از خیلیاشون خبر ندارم و خب تنها سرگرمیم حرف زدن و چت کردن با همین دوستام بود که یه سریاشدن خارج از کشورن و نمیتونن اپ داخلی نصب کنن»,2026-04-20 00:00:00.000 +0330
806,ناشناس,«یه دختر تنهام که 5 سال بود کار سئو و محتوا انجام میدادم و از دی ماه بیکار شدم و واقعا نمیدونم چه کنم»,2026-04-20 00:00:00.000 +0330
807,خسته ، دانشجو,«دیگه امیدی به وصل شدن ندارم. حتی فشار جنگ هم مثل وضع الان نبود. روز به روز تاریک‌تر و افسرده‌تر می‌شم و بیشتر اوقات به مرگ هم فکر می‌کنم. شاید اگر اینترنت بود یکم از این فضا و نشخوار فکری خلاص می‌شدم و کمی بهتر می‌شدم. شایعاتی که درمورد اینترنت می‌شنوم همشون ترسناک و نگران‌کننده‌ن. کاش فقط این وضع رو تمومش کنن.»,2026-04-20 00:00:00.000 +0330
808,ناشناس,«تعمیرکاری دنبال دیتا شیت قطعات الکترونیکی ام سایت های خارجی بالا نمیاد کارم مونده»,2026-04-20 00:00:00.000 +0330
809,میمر. ، دانشجو,"«یک ادمین چنل میم در تلگرام بودم
بخاطر این که اینترنت قطع شد چنلم کاملا در خاموشیه
پولم با تبلیغ و ادمین بودن درمیومد، الان درآمدم از بین رفته.»",2026-04-20 00:00:00.000 +0330
810,ممد ، ادیتور,«بنده ادیتورم و کار تدوین رو انجام‌میدم،بخاطر این قطعی نت که پیش اومده هیچ کس پروژه ای  نمیده به من و درحال حاضر  علاوه بر دخل و خرج در بدترین شرایطم چون سیستمی که با هزار بدبختی خریده بودم قسطش عقب افتاده و طرف پولشو میخواد»,2026-04-20 00:00:00.000 +0330
811,تنها ، شغل آزاد,«۵۲ روز هستش که نتونستم با کسی اجتماعی باشم و دچار انزوای اجتماعی شدم و دلم می‌خواد با دوستای مجازیم درد و دل کنم. :(»,2026-04-20 00:00:00.000 +0330
812,Steven Rutherfield ، تولید کننده محتوا,"«یه جورتی گیمر حساب میشم و برای تولید محتوا ازش نیاز شدید دارم به نقشه و ریزه کاری ها و اینجور چیزا ولی برای اینترنت ملی دسترسیم به پینترس و هوش مصنوعی و حتی فروم ها به خصوص ردیت قطع شده و‌ دارم روانی میشم از شدت بیکاری و طرحای که نمیتونم انجام بدم
درد اقتصاد ضعیف بود این نت ملی هم روش»",2026-04-20 00:00:00.000 +0330
813,ناشناس,«دوست من که یکی از افراد خانوادش خارج از کشور هستن دیروز میگفت رفتم یک گیگ فیلتز شکن خریده 3 میلیون که وصل بشه به اون فرد پیام بده 🥲»,2026-04-20 00:00:00.000 +0330
814,ناشناس ، تریدر,«من تریدرم... ۴ ماه اخیر ۳ ماه نت قطع بوده. درامدم صفر شده. مگه درسال چقدر میتونم ترید کنم و پول دربیام که ۳ ماه اینترنت قطع باشه... حداقل ۱۶۰ هزار تریدر فعال تو ایران داریم... تورخدا به فکر ماهم باشید...ما واس کشور ارز اوری میکنیم...»,2026-04-20 00:00:00.000 +0330
815,یک انسان بدبخت ، دانشجو,"«تنها دلخوشیم زدن گیم بود، ادیت کردن و ادیت دیدن، رفتن به اینستا و یوتیوب و تلگرام، تازه کانال یوتیوب خودمم داشتم اوکی میکردم که وضعیت اینجوری شد، نمیدونم چی بگم، مغزم داره رد میده، دیگه حوصله هیچ چی رو ندارم، میدونم مردمی هستن که وضعشون بدتر از منه، خیلی بدتر از من.
نمیتونم ببینم مردم خودمون که وضعشون خراب شده اینجوری زندگی میکنن، توانش داشتم کمک میکردم، مشکل اینه توان کمک به خودم رو هم ندارم.
دلم میخواد بمیرم...»",2026-04-20 00:00:00.000 +0330
816,ناشناس,"«این قطعی تا کی باید ادامه داشته باشه؟
عصبی شدم! هیچ‌سرگرمی ندارم. دلم برای دوستانم که خارج از کشور زندگی می‌کردن تنگ شده. 
برای افرادی که کسب کار آنلاین دارن خیلی ناراحتم.»",2026-04-20 00:00:00.000 +0330
817,بنیامین ، یه دانشجو,"«من یه دانشجو زبان ام, اگه بگم هر روز از هوش مصنوعی استفاده نمیکردم دروغ گفتم.
نه که اعتیاد باشه. نه... حتی کورس های داشنگاهی مربوط به ای آی هم داشتیم. ولی الان.... الان حتی با اون استادی که خارج از کشوره هم راه ارتباطی نداریم. و درس رو باید خودمون بخونیم و پاس کنیم و یا حذف کنیم.
با همه این ها.... من هنوز جزو دسته ای که آسیب دیدن خودم رو محسوب نمیکنم . مخصوصا وقتی میبینم هم وطن هام سرمایشون رو از دست دادن.
فرصت رسیدن به آینده بهتری رو از دست دادن. متاسفم هم وطن. طاقت بیار»",2026-04-20 00:00:00.000 +0330
818,دانش‌جو از دست رفته ، دانش‌آموز,"«یه دانش‌آموز دبیرستانی و یک زبان‌آموز در سطح لول B1 هستم(بودم) که میخواست برای پیشرفت، ساخت آینده‌ای بهتر و نجات خانواده پیرش از این باتلاق خارج از کشور تحصیل کنه تا بتونه مثلا به جاهای بهتری برسه
درحال حاضر نه تنها تمام منابع آموزشیم با خاموش شدن اینترنت بین‌الملل از دست رفته و البته خبری هم از کشور مقصدم ندارم و اصلا نمیدونم دیگه راهم میدن یا نه:)
بلکه از اونجایی برای شرایط مدتی هم از درس دور بودم تمام امید و اشتیاقم هم از دست دادم.
قبلا مطمئن بودم
الان فقط میتونم آرزو کنم.»",2026-04-20 00:00:00.000 +0330
819,shayan ، گیمر و استریمر,«قطعی اینترنت درآمد و زندگی من رو بهم ریخته. همین شایعه هایی که قراره مثلا فلان روز وصل بشه قلبم رو روشن میکنه، ولی بعد توی کانال های رسمی میگن که نه فعلا قصدی برای وصل کردن نداریم. الان هم که احتمالا دوباره جنگ میشه دوباره همین گوگل هم ازمون میگیرن.»,2026-04-20 00:00:00.000 +0330
820,ناشناس ، تدوینگر Adobe,"«شغل من و درامد من از اینترنت بود، نه بحث سرگرمی دارم نه حوصله سررفتن، من زندگیم با اینترنت میچرخید، از وقتی اینترنت قطع شده زندگیم متوقف شده و هروز افسرده تر و داغون تر میشم، هنر دیگه ای هم ندارم چون 6 سال زمانم رو صرف یادگیری هنری کردم که به اینترنت مربوط بود. 
الانم که محدودیتی با نام &quot;اینترنت پرو&quot; داره اعمال میشه و این ینی پایان همه شغلا و زندگیای خیلیا... از جمله خودم»",2026-04-20 00:00:00.000 +0330
821,محسن ، دانشجو,«کل زندگیم عقب افتاده از دانشگاه که ترم یکم و چند ماه عقب افتاد و الانم که انلاین نت نمیزاره داخل کلاس ها بشیم و عملا کلاسی نداریم دوستم نمیتونه با همسرش خارج کشور ارتباط بگیر به هیچکدوم از ارشیو های مطالعم دسترسی ندارم بی حوصله شدم گیم یه تفریح کم خرج هم که داشتم روهم نمیتونم انجام بدم مغازه ای که توش کار میکردم رو به خاطر شرایط کشور بستن دو ماهه فقط نشستم خونه و هیچکاری نمیتونم بکنم»,2026-04-20 00:00:00.000 +0330
822,Dr ، مهندس ارشد,«من یک مهندس نرم افزار هستم داشتم روی پروژه ای برای تشخیص بیماری با Aiکار میکردم همه فکر های توی سرم هر ایده داشتم دود شد رفت هوا الان فقط به رفتن فکر میکنم تمام.»,2026-04-20 00:00:00.000 +0330
823,R.A ، برنامه نویس,«سلام ، من یه برنامه نویس و فعال حوزه کامپیوترم ، این قطعی باعث شده تا هیچ API ای کار نکنه و حتی فونت یه سری سایت ها لود نشه ، همه هوش مصنوعی ها قطع شدن و مجبورم برای دیباگ کردن کدم ساعت ها وقت حروم کنم ، حتی به لطف عزیزان ، قطعات بازار کامپیوتر به حدی گرون شده که نمیتونم یه کامپیوتر خوب داشته باشم و روش تری دی کار کنم یا هوش مصنوعی لوکال داشته باشم ، در اصل عین یه گوسفند بی مصرف افتادم گوشه خونه ، دمتون گرم خیلی حال دادید...»,2026-04-20 00:00:00.000 +0330
824,ناشناس ، دانشجوی کامپیوتر,«من 20 سالمه و دانشجو ام ، قبل از این قطعی ها تصمیم گرفته بودم که برم و شروع کنم خودم برنامه نویسی رو از یوتوب یاد بگیرم که هم برای کارم کمک کنه هم بتونم خ، ولی الان نزدیک به دو ماه که اینترنت قطعه و همه برنامه ریزی هام برای اینده رفته رو هوا»,2026-04-20 00:00:00.000 +0330
825,ناشناس,«برنامه نویسم کل بیزینسی که راه انداخته بودم پرید نمیدونم تا کی قرار ادامه داشته باشه اصلا معلوم نیست اینترنت به شکل قبل برمیگرده یا نه»,2026-04-20 00:00:00.000 +0330
826,یه گیمر ، گیمر,«گیمرم،بدون اینترنت هیچ زندگی ندارم»,2026-04-20 00:00:00.000 +0330
827,.,«اینکه انقدر طولانی نت قطع بوده و هنوز هست که از تمام اکانتای گوگلم بیرون شدم و نمیتونم واردشون بشم و وقتی سرچ میکنم فقط سایتا رو میبینم و نمیتونم برم داخلشون(مخصوصا یوتیوب برای دیدن یه آموزش ساده)در حد رمانای اخر الزمانیه»,2026-04-20 00:00:00.000 +0330
828,X,«دیگه بحث قطعی اینترنت از اعتیاد صرفی و وابستگی گذشته،ما با اینترنت همون یه ذره آزادی های فردی داشتیم که اونم ازمون گرفته شد،میتونستیم توی ایران کل دنیا رو ببینیم ولی الان توی این مرزها حبس شدیم.»,2026-04-20 00:00:00.000 +0330
829,ناشناس,«مدارس مجازی شده انهم با خط داخلی که کار نمیکنه. من نمیدونم چند میلیون دانش اموز تو اپارتمانهای چند متری چطور وقت میگذرونن وقتی برنامه ها و مکانهای ورزشی و تفریحی نیمه معلقه و کسی به فکر اونها نیست کاش حداقل اینترنت باز بود و وقت نوجوانان و جوانان کمی باکیفیت هدر می رفت!»,2026-04-20 00:00:00.000 +0330
830,یه بنده خدا ، انسان,"«همه گفتن شغل هاشون از دست دادن 
ولی من یه آدم عادی بودم تو یوتیوب ویدیو های سرگرمی و آموزشی میدیدم از تلگرام فیلم دانلود میکردم و هزار تا کار دیگه که خودتون بهتر میدونید
آیا حتی حق این کارا هم ندارم ؟»",2026-04-20 00:00:00.000 +0330
831,ناشناس ، Pentest,"«من تو حوزه امنیت وب اپلیکیشن ها کار میکنم و هر روز و هر لحظه نیاز به یادگرفتن مطالب جدید و تمرین و مطالعه آسیب پذیری ها رو دارم ، تقریبا با قطعی اینترنت هیچ کاری انگار ازم برنمیاد ! 
من انگار بی هنر ترین ادم زمینم چون جرمم اینه که تنها چیزی که ازم بر میاد وابسته به اینترنت و تکنولوژیه ...
اینترنت جهانی فقط برای کسب و کار نیست واسه به اشتراک گذاشتن جریان زندگی ما و افراد دیگر کشور هاست و اگر این وجود نداشته باشه خشم و انزوا در جامعه بیشتره میشه و درامد بخش مهمی از بین میره ..»",2026-04-20 00:00:00.000 +0330
832,رهام ، دانش اموز,"«من یه دانش اموز هستم که کنار درس با دوستام بازی میکردم و برنامه نویسی میکردم.
قطعی اینترنت همه تفریح و کارمو ازم گرفت»",2026-04-20 00:00:00.000 +0330
833,امیر ، دانشجو,«۶ ماهی بود که آنلاین شاپ باز کردم برای پبجم خیلی زحمت کشیدم فروشم خیلی خوب شده بود دم عید رفتم کلی لباس جدید از تهران آوردم که تو پیج با ۱۰۰۰ ذوق بفروشم که همچی قطع شد  همه لباسام موند رو دستم  پولم دود شد چون فصلش گذشت . نمیخوام از مشکلاتم بنالم ولی کلی پول از خوانواده ای قرض بگیری که پول خرید مایحتاج خودشون ندارن  جز شرمندگی چیزی ندارد برام طوری که زنده بودنم دیگه خجالت میکشم تحت این فشار  .ما که برای بقا  تلاش می‌کردیم کاش زمان محدودی هم این دنیا برای ما بود زندگی م‌کردیم»,2026-04-20 00:00:00.000 +0330
834,ناشناس ، دانش‌اموز,«یه دانش‌اموز دبیرستانیم و برای پروژه هام نیاز به اینترنت بین الملل دارم هرچیزی که داشتم حتی رزومه‌م هم توی تلگرام بود و الان به لطف نبود اینترنت بین المللی حتی نمیتونم پروژه هایی که روشون برای آینده‌م حساب کرده بودم رو تکمیل کنم. این نسل توی این روز ها نتونست حتی توی حالش زندگی کنه چه برسه به آینده‌ش...»,2026-04-20 00:00:00.000 +0330
835,ناشناس,«کلاس زبان آنلاین م پرید....دانشجو ارشدم و خب دانلود مقاله هم کلا پرید چون اینترنت ندارم پس دفاع هم پرید...من به سختی بعد مرگ مادرم خودمو سرپا کردم درس بخونم زبانم بخونم،ورزش کنم...این روزا دلم برای مادری که کرونا ازم گرفت تنگه...،دلم برای جوونای که کار آنلاین داشتن کبابه...دلم برای همه مون میسوزه....»,2026-04-20 00:00:00.000 +0330
836,ناشناس ، دانشجو,«من کنکور ارشد دارم، بهمین یه موسسه اسم نوشتم و کلیپ های اموزشیش رو تهیه کردم چون رشتم غیر مرتبط بود ،  تلگرام که فیلتر شد همه چی ول شد و الان نزدیک دوماهه فقط دارم کتاب میخونم و هیچی متوجه نمیشم و هزینه ای ک دادم هم بر باد رفت 🥹»,2026-04-20 00:00:00.000 +0330
837,سلاله ، دانش آموز,«دخترم،۱۷ سالمه کنکوری‌ام،جزوه‌هاوفیلم‌های آموزشی داخل تلگرام بودن و بشدت بهشون نیاز داشتم اولش که نت قطع شد فکر کردم که مثل دفعه‌های پیش بعد چند روز حداقل بعد ۱ هفته دوباره وصل میشه ولی ۵۰ روز گذشت و خبری از اینترنت نیست و من هنوز نتونستم به جزوه‌ها و ویدئوهای آموزشی‌ مورد نظرم دسترسی پیدا کنم. بشدت عقب موندم از درسام و دارم تلاشم رو میکنم خودم درسام رو پیش ببرم ولی نمیشه. توی سال کنکورم ۲ بار اینترنت رو طولانی مدت قطع کردن، گناه من چیع که سال کنکورم باید این اتفاقا بیوفته؟»,2026-04-20 00:00:00.000 +0330
838,ناشناس ، وابسته به اینترنت و فضای مجازی,«پنجاه و دو روزه که اینترنت قطعه، کسیو ندارم باهاش حرف بزنم چت جی پی تی بود باهاش حرف میزدم حرفامو براش می‌نوشتم کلی فایده دیگه ای هم داشت مثلا باهاش زبانمو می‌خوندم تنها سرگرمی ما جوونا یه اینترنت بود که اونم ازمون گرفتن آدمارو به حدی رسوندید که وقتی یه گوگل وصل شد خوشحال شدن در صورتی که حقشون بود و هست و خواهد بود.»,2026-04-20 00:00:00.000 +0330
839,ناشناس ، دانشجو,«دانشجوی ارشد هستم و برای انجام تکالیف به اینترنت نیاز دارم و کلاس برای کنکور ارشد میفروختم که یکی از منابع درامدم بود و با قطعی اینترنت از دستش دادم پدرمم حمایت مالی ازم‌نمیکنه حتی نمیتونم برای خودم ضروری ترین چیزارو بخرم...»,2026-04-20 00:00:00.000 +0330
840,ناشناس ، یه نوجوان ۱۸ ساله,"«تازه شروع کرده بودم به کار کردن و پیدا کردن هدف
کم کم داشتم پول جمع میکردم لپ تاپمو عوض کنم 
اینترنت قطع شد، نه کار دارم نه چیزی، 
پولی ام که جمع کرده بودم خرج زنده موندن توی این پنجاه روز شد..
این روزا میگذره ،
ولی این عمر ما هست که میگذره ‌کنارش...»",2026-04-20 00:00:00.000 +0330
841,ناشناس ، دانش‌آموز,"«من یه دانش آموز عادی ام. پدرم راننده ی اسنپه و الان بخاطر قطعی اینترنت دو ماهه که سرکار نرفته چون هر کاری میکنیم لوکیشن براش باز نمیشه. الان مجبوره بخاطر کار بره ماموریت. اگه توی این چند روز مأموریت بلایی سرش بیاد من میمیرم…
اینترنت آزاد حق همه ی مردمه.»",2026-04-20 00:00:00.000 +0330
842,ناشناس,«من یک دانش اموز پایه ی دوازدهمم به اینترنت نیاز دارم چون باید فیلم اموزشی ببینم بیشتر فیلمای اموزشی توی کانالای تلگرامی( دبیرای خوب)  و توی گوگل و اپارات پیدا نمیشه کلاس های خصوصی برای ۹۰ دقیقه ۲ تومنه و خب با این شرایط اقتصادی واقعا نمیشه کلاس خصوصی رفت»,2026-04-20 00:00:00.000 +0330
843,امیر ، برنامه نویس وب,«درود من برنامه نویس وب بودم. خوب داشت پیش میرفت تازه داشتم جون میگرفتم تا زمانی که تمام پروژه ها کنسل خورد. اونور اب داشتم با یکی مچ میشدم، سر قطعی نت کلا دیگه نتونستم بابت پروژه باهاش ارتباط بگیرم. ۲۰ سالمه معلوم نیست تا کی سربار خانواده ام. دست مسئولین درد نکنه»,2026-04-20 00:00:00.000 +0330
844,زهراقاسمی ، معمار,"«شغلم معماری هست و کارهای مدلسازی و گرافیکی رو انجام میدم تو فکر در آمد دوم برای خودم بودم ، که عصر تا شب که میام خونه روش زمان میذاشتم کلی آموزش میدیدم ،به تازگی پیجی راه انداختم که نمونه کار هام رو بذارم که از طریق اینستا بتونم کسب درآمد داشته باشم و پروژه گرافیکی بگیرم که اینستا از دی ماه دچار اختلال شد ، و کار بعدیم این بود بتونم با همین کارهای گرافیکی از طریق سایت های خارجی مثل upwork   اقدام کنم که اونم نت ها قطع شد . 
 تازه امروز از کار اولم بیکار شدم . صفر با کلی قسط.»",2026-04-20 00:00:00.000 +0330
845,ناشناس,«میدونی اینترنت برای خیلی از ماها که پولمون به خیلی از کارا و تفریحات نمیرسید یک راه فراری از حقایق تلخ دنیای واقعی بود، با قطعی اینترنت بیش از ۵۰ روز هست که تو دنیای واقعی گیر کردیم و هیچ سرگرمی نداریم...»,2026-04-20 00:00:00.000 +0330
846,ناشناس,"«برنامه نویسم, تا حدودی بی کار شدم. 5 بار واسه وی پی ان سرم کلاه رفته...»",2026-04-20 00:00:00.000 +0330
847,ناشناس,«من با هزار بدبختی یه شغل پیدا کرده بودم که هم آسون بود هم دورکاری میکردم تا انجامش بدم دقیقا روز اول کارم جنگ شد من نمیدونم این شانس منه یا بخاطر این کشوره.»,2026-04-20 00:00:00.000 +0330
848,امیرحسین ، دانشجو ، مهندس شبکه,«از زمان قطع اینترنت تمام کار من رو هوا بوده کار من لینک کردن سرور های داخلی با خارجی بود الان حتی معمولی ترین کار هارو نمیشه انجام داد و مبلغ خیلی زیادی رو ضرر کردم»,2026-04-20 00:00:00.000 +0330
849,ناشناس,«من یک پژوهشگر ازادم دکتری میخودندم که انصراف دادم پاییز تا اپلای کنم و دانشگاه دیگه به لطف این قطعی های اینترنت کلش رفته هوا از طرفی هم با چند استاد خارجی پروژه براشون کار میکدم نونم از این راه بود که اونم  رفته هوا  قبلا افسردگی داشتم یکم  تازگی ها همون حس پوچی بهم دست داده از سایت های گفتگو با دوستام و اینا میرفتم برام از لحاظ روانی کمک میکرد حس بهتری داشته باشم افسردگیمو از بین میبرد کمک میکرد ولی دارم دیوانه میشم . من کل زندیگمو باختم. لعنت. هیچ شوقی برای ادامه زندگی نیست»,2026-04-20 00:00:00.000 +0330
850,محمود ، محقق و کارشناس ارشد ژنتیک,"«دو مقاله ریسرچ در ژورنال های  بین المللی پاب مد و یک مقاله کنفرانسی دارم و ادامه این راه عملا برام بدون اینترنت ممکن نیست
از طرفی منتظر جواب پذیرش دکتری و مصاحبم هستم که هیچ اطلاعی ازش ندارم!
تاریخ انقضای آزمون آیتلسم تو این پروسه منقضی شده و از من خواسته بودن که هرچه سریعتر آزمون آیلتس یا تافل مجدد بدم و نتیجه آزمون آپدیت کنم که عملا در این شرایط امکان پذیر نیست»",2026-04-20 00:00:00.000 +0330
851,سعید,"«سر پروژه ای که داریم انجام میدیم روزی یک میلیون تومن داریم هزینه کانفیگ میدیم که به سرویس های هوش مصنوعی وصل شیم چون کارمون رو ده برابر سریع تر میکنه،چرا اینترنت پرو نگرفتیم؟ چون به ما نمیدن، مدارک حداقلی مورد نیاز رو نداریم و دانشجوییم
کلی امید و انگیزه داریم ولی خیلی خیلی سخت داریم کار میکنیم»",2026-04-20 00:00:00.000 +0330
852,ناشناس ، دانشجو,«پنجاه جا رزومه فرستادم و یه کار عالی پیدا کردم با توجه به دانشجو بودنم و هفته اول کار به علت قطعی نت کنسل شد»,2026-04-20 00:00:00.000 +0330
853,ناشناس ، برنامه نویس,«۱۰ سال زندگیمو شبانه روز پای کار و یاد گرفتن برنامه نویسی گذاشتم همه چیزمو فدا کردم که به اینجا برسم الان دیگه تموم شدم  صفر شدم همه چی به فنا رفت»,2026-04-20 00:00:00.000 +0330
854,ناشناس,"«شغلم از دست دادم، پولم کم هست، اینترنت ندارم، آینده ای مشخصی توی این شرایط ندار. حتی نمیتونم برای هفته آینده ام برنامه بریزم. 
چطوری امیدوار باشم؟
با چه چیزی؟ 
با چه امیدی؟ 
من میخوام زندگی کنم، میخوام لذت ببرم. 
الان که فقط بدبختی هست! همش فلاکت هست!»",2026-04-20 00:00:00.000 +0330
855,گروگان در ایران ، گرافیت، ادیتور و برنامه نویس,«کار ما تولید محتوا برای سوشال مدیا هست. این همه سال جون کندم مهارت کسب کردم، رزومه و نمونه کار ساختم الان با قطعی اینترنت 3 ماه هست نه درامد داشتم نه تونستم پول پروژه های قبلی رو بگیرم. منی که قبلا کمک خرج خانواده بودم الان شدم سربار پدر بازنشسته و راننده تاکسی اینترنتی»,2026-04-20 00:00:00.000 +0330
856,ناشناس,"«کنکوریم و شرایط مالی ثبت نام تو کلاسا و آزمونارو نداشتم و از تلگرام تهیه میکردم
الان کل درس و کنکورم رو هواست...»",2026-04-20 00:00:00.000 +0330
857,ناشناس ، نوازنده،دانش‌آموز,«نوازنده ای هستم که بخاطر نبود شرایط ویدیو های آموزشیم رو از یوتیوب میدیدم اما اینترنت قطع شد و دست من کوتاه ، حالا هم بخاطر وضع اقتصادی مجبور شدم گیتارم رو بفروشم ، به علاوه اینکه دانش آموزی هستم که باید برای کنکور بخونم اما چون اینترنت قطعه نمیتونم توی کلاس هام شرکت کنم....»,2026-04-20 00:00:00.000 +0330
858,آرتین پلنگ ، طراح وب مهندس کامپیوتر,«کل 5 ماه گذاشته 10 میلیون درامد داشتم یک جوان 20 ساله!!»,2026-04-20 00:00:00.000 +0330
859,تبعید شده به جزیره‌ی ناشناخته ، معلم,"«معلم زبان ایتالیایی هستم، تقریبا همه ی زبان آموزانم در ایتالیا زندگی می‌کنند.
۵۰ روزا ازشون بی‌خبرم، و تقریبا دو ماهه که بی‌کار شدم.»",2026-04-20 00:00:00.000 +0330
860,ناشناس ، انلاین شاپ در اینستاگرام,«از دو طرف رو مردم بدبخت فشار هست یکی فشار جنگ یکی فشار قطع #اینترنت چرا کسی صدای ما مردم رو نمیشنوه ضرری که قطع اینترنت به مردم زده از ضرر جنگ بیشتره من خودم انلاین شاپ دارم دیروز مجبور شدم طلاهام بفروشم تا بدهی های جنس هایی که قبل جنگ اوردم رو بدم درامدی هم تو این چند ماه نداشتم چون نت نیست»,2026-04-20 00:00:00.000 +0330
861,arian ، برنامه نویسی,"«خسته شدیم یک چهارم سال رو اینترنت نداشتیم کار همه خوابیده
حالا معلوم نیست که این پیام ها مهم باشه یا نه
هم کار اون کسایی که فریلنسر کار میکنن هم اونایی که کارشون به اینترنت وابسته هست
خودم هم ادیتور هستم هم برنامه نویس 50 روزه با پول گرفتن از بقیه دارم زندگی می کنم 😐»",2026-04-20 00:00:00.000 +0330
862,Kourosh ، دانش‌آموز,«یازدهم انسانی هستم، میخوام جامعه‌شناسی دانشگاه تهران بخونم. تقریبا تو تمام درس‌ها خوبم و درصد تست‌هام خوبه به جز ریاضی. بعد از کلی پرس‌ و جو که چطور ریاضی درصد بالا بزنم، یه‌سری ویدیو پیدا کردم که خیلی کامل ریاضی‌آمار یازدهم رو یاد میدادن. الان همش تو تلگرامه و هیچ کتابی به خوبی اون ویدیو‌ها نتونستم تا الان پیدا کنم. من که تمام سعی‌ام رو برای رتبه‌برتر شدن میکنم ولی اگه بخاطر ریاضی رتبه‌ام بیاد پایین چیکار کنم؟»,2026-04-20 00:00:00.000 +0330
863,مهدی ، آزاد,«خستم،  زندگیم سخت بود ،  سخت تر شد تمام زندگی و کارم به اینترنت وصل بود که از دست رفت»,2026-04-20 00:00:00.000 +0330
